gene_id	log2FoldChange	pvalue
G16018	-1.546068918	0.458411821
G16019	-0.22658595	0.458423196
G16020	-0.14935055	0.458573369
G16021	0.136947218	0.458586683
G16022	-0.138158557	0.458606191
G16023	-0.216647762	0.458632442
G16024	-0.564288715	0.458652817
G16025	0.161828953	0.458662788
G16026	2.498701894	0.458664485
G16027	2.498701894	0.458664485
G16028	-0.477566457	0.458687143
G16029	-0.12461217	0.458726437
G16030	0.188592223	0.458746972
G16031	-0.131636896	0.458801211
G16032	0.135209612	0.458934836
G16033	-0.123891554	0.458970999
G16034	0.543233673	0.459036656
G16035	0.202000163	0.459068615
G16036	1.467743256	0.459089619
G16037	-1.868567873	0.459131764
G16038	-2.930478285	0.45914265
G16039	-2.930478285	0.45914265
G16040	-2.930478285	0.45914265
G16041	-2.930478285	0.45914265
G16042	-2.930478285	0.45914265
G16043	-2.930478285	0.45914265
G16044	-2.930478285	0.45914265
G16045	-2.930478285	0.45914265
G16046	-2.930478285	0.45914265
G16047	-2.930478285	0.45914265
G16048	-2.930478285	0.45914265
G16049	-2.930478285	0.45914265
G16050	-2.930478285	0.45914265
G16051	-2.930478285	0.45914265
G16052	-2.930478285	0.45914265
G16053	-2.930478285	0.45914265
G16054	-0.216871342	0.459178508
G16055	2.475707015	0.459245462
G16056	2.475707015	0.459245462
G16057	2.475707015	0.459245462
G16058	2.475707015	0.459245462
G16059	2.475707015	0.459245462
G16060	0.604409641	0.459271189
G16061	0.173660667	0.459282956
G16062	-0.648634758	0.459324318
G16063	0.928606466	0.459361844
G16064	0.511213423	0.45940729
G16065	0.133603147	0.459413189
G16066	-0.206470227	0.459446392
G16067	0.11013403	0.459456701
G16068	-0.145001904	0.459475672
G16069	-0.368138113	0.459498358
G16070	-0.191367091	0.459499166
G16071	-0.284564408	0.459601392
G16072	-0.563181304	0.459609793
G16073	0.113964093	0.459609889
G16074	2.475701641	0.459704209
G16075	2.475701641	0.459704209
G16076	0.149170793	0.459745856
G16077	-0.255967123	0.45980047
G16078	0.131106625	0.459891202
G16079	-1.734436796	0.459958235
G16080	0.169699849	0.460012499
G16081	-0.243764008	0.460024944
G16082	-0.908747795	0.46004073
G16083	-0.167377822	0.460106618
G16084	0.127747935	0.460227116
G16085	-0.366345147	0.460235607
G16086	-0.402571885	0.460295956
G16087	-0.752727695	0.460336276
G16088	0.952216362	0.460380025
G16089	0.448686849	0.460468714
G16090	0.208307548	0.460470572
G16091	0.811248529	0.460502778
G16092	0.212341725	0.46055402
G16093	-0.570488051	0.460568992
G16094	0.268060451	0.460617063
G16095	1.140817298	0.460636956
G16096	1.579882141	0.460650238
G16097	-0.581537728	0.460757069
G16098	0.413800893	0.460757762
G16099	0.180359731	0.460765563
G16100	-0.485278723	0.460792178
G16101	-0.143016239	0.460843091
G16102	0.155335291	0.46086616
G16103	-0.221336267	0.460895398
G16104	-0.137888452	0.460897468
G16105	-0.25530929	0.460919958
G16106	0.217709401	0.460931965
G16107	-1.862710653	0.460936611
G16108	0.126714062	0.460939989
G16109	-0.628235136	0.46094619
G16110	-1.306738429	0.461031443
G16111	-0.217690134	0.461061289
G16112	-0.449979353	0.461111444
G16113	-0.167029689	0.46112371
G16114	0.178611609	0.461175421
G16115	0.485235954	0.461180391
G16116	-0.362371298	0.461330887
G16117	-0.399095524	0.461407427
G16118	-0.190623876	0.46145209
G16119	-0.132084582	0.461507253
G16120	0.161812511	0.461545775
G16121	0.226159065	0.461552481
G16122	-0.180098392	0.461758925
G16123	-0.139932691	0.461771047
G16124	-0.176370595	0.461786491
G16125	0.272317306	0.461833752
G16126	0.699578181	0.461870132
G16127	0.131383503	0.461894793
G16128	-0.149840673	0.461924851
G16129	0.217938173	0.462055107
G16130	-1.684870996	0.462191058
G16131	-0.426836201	0.46219941
G16132	-0.217166934	0.462204145
G16133	0.316586164	0.462210723
G16134	0.185226574	0.462239561
G16135	0.196937251	0.462291807
G16136	0.162626973	0.462307578
G16137	-0.332750815	0.46233658
G16138	-0.215847724	0.462377491
G16139	-0.264958139	0.462391261
G16140	-0.736422434	0.462394914
G16141	0.174638157	0.462409016
G16142	-0.165003649	0.462489829
G16143	0.82228404	0.462506931
G16144	-0.580343341	0.46255261
G16145	0.108953537	0.462564119
G16146	-0.133592902	0.462601669
G16147	-0.211921541	0.462610607
G16148	-0.149708218	0.462708825
G16149	-0.287207783	0.46274409
G16150	-0.317289876	0.462778072
G16151	-0.188226667	0.462805072
G16152	-0.483568037	0.462966005
G16153	-0.459479188	0.462985879
G16154	-0.487769027	0.463039051
G16155	0.157428654	0.463047201
G16156	-0.150055411	0.463087009
G16157	-0.790670518	0.463119044
G16158	-0.228138912	0.463172017
G16159	0.472281814	0.463183702
G16160	-0.214123217	0.463185015
G16161	-0.194879223	0.46320008
G16162	0.270180598	0.463208014
G16163	1.275278932	0.463317537
G16164	0.263101207	0.463486087
G16165	-0.162743513	0.463511987
G16166	-2.610947711	0.463634381
G16167	0.530362439	0.463653439
G16168	-0.462938927	0.463666456
G16169	0.809914457	0.463683675
G16170	-0.243210525	0.463751563
G16171	0.399135873	0.463757556
G16172	-0.160293067	0.463762804
G16173	-0.230631375	0.463886254
G16174	0.304658667	0.463930483
G16175	-0.290037723	0.463974555
G16176	0.202413862	0.464038944
G16177	-0.229681328	0.464088583
G16178	-0.53942523	0.46409364
G16179	-0.199471121	0.464170132
G16180	-0.440042	0.464171299
G16181	-0.270175882	0.46432652
G16182	0.219714148	0.464349222
G16183	1.035246671	0.4643705
G16184	-0.16889283	0.464470895
G16185	-0.155712628	0.464510188
G16186	-0.499185315	0.464524784
G16187	-0.450463393	0.464621744
G16188	-0.538784683	0.46473573
G16189	-0.152242101	0.464744388
G16190	0.353065836	0.46478068
G16191	0.639867523	0.464795804
G16192	0.136194011	0.464895909
G16193	0.147256295	0.464927767
G16194	0.14073007	0.46495715
G16195	-1.421839087	0.464982425
G16196	2.475640178	0.465012872
G16197	2.475640178	0.465012872
G16198	-0.892059904	0.465061124
G16199	0.390661636	0.465091198
G16200	-0.14444513	0.46511396
G16201	-0.963679171	0.465155164
G16202	0.264433895	0.465211233
G16203	0.142189128	0.465272878
G16204	-0.128353897	0.465291236
G16205	0.211058415	0.465333658
G16206	0.333012538	0.46541299
G16207	-0.144944828	0.46541591
G16208	-0.205744774	0.465422011
G16209	-2.604512352	0.465500482
G16210	0.553856693	0.46552673
G16211	-0.814448154	0.465630348
G16212	-0.458839733	0.465744237
G16213	-0.383261549	0.465749522
G16214	-1.42726377	0.465785485
G16215	-0.300800664	0.465821452
G16216	-2.157750807	0.465836026
G16217	0.172138784	0.465850433
G16218	0.640274041	0.46587227
G16219	1.197551623	0.465942258
G16220	-0.204966019	0.466041686
G16221	-0.164396947	0.466079521
G16222	0.216542036	0.466149538
G16223	0.390683116	0.46615096
G16224	-0.683612485	0.466173311
G16225	-0.219509444	0.466205606
G16226	-0.21595507	0.466312337
G16227	0.147758563	0.466313092
G16228	0.743208043	0.466321681
G16229	0.293427936	0.466365089
G16230	-0.202743818	0.466504952
G16231	0.133314988	0.466505318
G16232	0.276455909	0.466527213
G16233	-0.21423194	0.466540095
G16234	-0.150958155	0.466553784
G16235	0.239704555	0.46661084
G16236	0.676067817	0.466624846
G16237	-0.136922121	0.466655519
G16238	1.660529334	0.466749142
G16239	-0.184886434	0.466754971
G16240	0.504652098	0.466810726
G16241	0.248269371	0.466959829
G16242	0.949489171	0.46697871
G16243	0.342931745	0.466989809
G16244	-0.295413052	0.467003721
G16245	0.278978404	0.467089169
G16246	-0.257736579	0.467202074
G16247	-0.376692621	0.467226748
G16248	0.139779339	0.467307378
G16249	0.254197622	0.467310998
G16250	-0.351522197	0.467373192
G16251	0.131389975	0.467482925
G16252	0.252740313	0.467493267
G16253	-0.24449572	0.467498134
G16254	-0.298655703	0.467519241
G16255	0.336479058	0.467521934
G16256	-0.586268822	0.467533011
G16257	-0.160418314	0.467555386
G16258	-0.528584054	0.467625755
G16259	-0.280966992	0.467680187
G16260	-0.307207795	0.467737051
G16261	-0.192379199	0.467779132
G16262	0.18113316	0.467790343
G16263	-1.557730092	0.467809518
G16264	-0.187195994	0.467816091
G16265	0.258016669	0.46781833
G16266	0.289728797	0.467829186
G16267	0.164061228	0.467876578
G16268	0.383238463	0.46799036
G16269	-0.121327231	0.468045892
G16270	0.572446133	0.468097607
G16271	-1.125638489	0.46813787
G16272	-0.477859298	0.468156199
G16273	-0.134459279	0.468172675
G16274	-0.438710422	0.468177303
G16275	0.222661667	0.468218349
G16276	0.682900357	0.468223288
G16277	0.2163439	0.468231202
G16278	0.840844527	0.468287656
G16279	1.003261804	0.468380119
G16280	0.571283704	0.468387136
G16281	0.886654718	0.468399279
G16282	1.173259675	0.468456597
G16283	0.140771992	0.46847773
G16284	-0.257328184	0.468512292
G16285	-0.36999039	0.46854186
G16286	0.498863121	0.468604511
G16287	0.164416159	0.468675947
G16288	-0.180677235	0.468694788
G16289	-0.194426087	0.468709042
G16290	-0.162134797	0.468761741
G16291	0.224155594	0.468798368
G16292	1.635729382	0.468817889
G16293	-0.798090817	0.468826457
G16294	-0.140193443	0.468846563
G16295	-0.131865958	0.468852626
G16296	-0.204777881	0.468855548
G16297	-0.230987667	0.468863378
G16298	0.677003894	0.468863961
G16299	-0.228893683	0.468874155
G16300	-0.294907703	0.468885566
G16301	0.195944916	0.468894833
G16302	-0.267769159	0.46889897
G16303	0.892670093	0.468915238
G16304	-0.279012222	0.468929275
G16305	0.22363081	0.469027977
G16306	-0.427380775	0.469114295
G16307	-0.124645147	0.469125341
G16308	0.341474107	0.469158345
G16309	0.169815013	0.469204263
G16310	-0.851569633	0.469287239
G16311	-0.346051074	0.469345951
G16312	1.475779088	0.469361404
G16313	-0.201315221	0.469397136
G16314	-0.201238301	0.469398423
G16315	-0.167077999	0.469407615
G16316	0.459936749	0.46950126
G16317	0.21333767	0.469519685
G16318	0.383227107	0.469546824
G16319	0.309473348	0.46954719
G16320	0.799120841	0.469588298
G16321	-0.165527083	0.469593703
G16322	0.262015808	0.469598695
G16323	-0.285488425	0.469637453
G16324	0.489953316	0.469644815
G16325	-0.135438034	0.469661206
G16326	-0.325737054	0.469670151
G16327	-0.194228696	0.469676319
G16328	0.209099255	0.469693312
G16329	0.535140843	0.469790908
G16330	0.267640108	0.469798771
G16331	-0.692735305	0.469807813
G16332	1.66897801	0.469861443
G16333	-0.29785129	0.469869526
G16334	0.149120574	0.469893867
G16335	0.130877974	0.46991936
G16336	0.399740224	0.469960984
G16337	-0.294928035	0.469965766
G16338	0.254995635	0.4700267
G16339	-0.167325384	0.470165236
G16340	1.09494493	0.470177335
G16341	0.323590558	0.470184596
G16342	0.183827909	0.470274417
G16343	1.185993133	0.470317432
G16344	-0.199904896	0.470331146
G16345	0.467252177	0.470355446
G16346	1.302745412	0.470355981
G16347	0.263340374	0.470391905
G16348	0.420066163	0.470399826
G16349	0.388350721	0.470420773
G16350	-0.179035517	0.470443355
G16351	0.143303488	0.47045867
G16352	-0.153029064	0.470492324
G16353	0.388723289	0.470496275
G16354	1.780964327	0.470570173
G16355	1.083333038	0.470688499
G16356	-0.290036652	0.470785288
G16357	-0.1425095	0.470853664
G16358	0.407366709	0.470861742
G16359	0.17078079	0.470875004
G16360	-0.185460781	0.470971419
G16361	-0.130869835	0.470975447
G16362	-0.8609747	0.471013728
G16363	0.273580729	0.471050622
G16364	-1.012031437	0.471113198
G16365	0.634539966	0.47112346
G16366	-0.327112012	0.471130896
G16367	0.20015247	0.4711472
G16368	0.876545365	0.471166033
G16369	-0.360520789	0.471194771
G16370	-0.318436679	0.471252387
G16371	0.163079038	0.471286358
G16372	0.175654281	0.471444352
G16373	0.543570146	0.471475483
G16374	-0.306744835	0.471510825
G16375	-0.360843344	0.471526574
G16376	0.182818966	0.471535023
G16377	0.349425941	0.471583046
G16378	0.200212338	0.471593208
G16379	0.463127242	0.471607607
G16380	0.290816628	0.471683337
G16381	0.223872576	0.471703279
G16382	-0.160526986	0.471803984
G16383	-1.049485609	0.471807716
G16384	0.120884755	0.471822747
G16385	-0.369606151	0.471828701
G16386	-0.304727771	0.471891355
G16387	0.166695278	0.4719317
G16388	-0.6203101	0.47194976
G16389	-0.134137469	0.471964604
G16390	0.21158889	0.471969656
G16391	-0.206642745	0.472018876
G16392	0.137262646	0.472060818
G16393	-0.18155642	0.472156936
G16394	-0.328177586	0.472198171
G16395	-0.285070788	0.472205544
G16396	0.591594051	0.472239448
G16397	0.624245432	0.472274459
G16398	-0.237597153	0.47231176
G16399	-0.134988246	0.47231324
G16400	-0.233333043	0.472370528
G16401	-0.416522076	0.472403243
G16402	-0.187833315	0.472424663
G16403	0.544223773	0.472428612
G16404	-0.174423622	0.472430547
G16405	0.142099023	0.472438023
G16406	1.125956733	0.47246766
G16407	0.190509146	0.47253827
G16408	-0.118921248	0.472551622
G16409	-0.209135124	0.472600395
G16410	-0.174453718	0.472670364
G16411	0.159478556	0.472671662
G16412	0.313937457	0.472728109
G16413	-0.38168066	0.472733451
G16414	-0.192042106	0.472761906
G16415	-1.246441307	0.472778888
G16416	0.589113083	0.472797385
G16417	-0.124933567	0.472799682
G16418	-1.203652565	0.47280176
G16419	-0.205778301	0.47281581
G16420	0.182468865	0.472820548
G16421	-0.25252303	0.472822765
G16422	0.387872989	0.472837918
G16423	0.303729944	0.472877748
G16424	-0.174458098	0.472890407
G16425	-1.391002095	0.472904942
G16426	-0.127511473	0.47294028
G16427	0.131362655	0.472958498
G16428	-0.486560712	0.47306639
G16429	0.147929817	0.473090624
G16430	0.155429429	0.473168725
G16431	0.119607746	0.473237078
G16432	-0.48808608	0.473245192
G16433	0.437634436	0.473332689
G16434	-0.479018681	0.473431062
G16435	1.623549173	0.473491428
G16436	-1.856700327	0.473520681
G16437	0.25259621	0.473528849
G16438	-0.570082129	0.473582484
G16439	-0.566957949	0.473598945
G16440	0.555966627	0.473718804
G16441	-0.124181314	0.473742799
G16442	0.136894475	0.47382739
G16443	-0.164383271	0.473852161
G16444	1.638759709	0.473886976
G16445	0.282434272	0.473930917
G16446	0.138234686	0.473938338
G16447	-0.133678711	0.473951265
G16448	-0.405995219	0.474031279
G16449	-0.185050496	0.47405101
G16450	-0.12357459	0.474158863
G16451	-0.235360582	0.474264508
G16452	-0.195509728	0.474289603
G16453	-0.205701688	0.4744589
G16454	-0.129394771	0.474489804
G16455	-0.203102553	0.474540272
G16456	0.646657171	0.474543801
G16457	1.230962658	0.474633311
G16458	-0.158332079	0.47469964
G16459	0.237625734	0.47470082
G16460	-0.504151728	0.474712322
G16461	-0.155495747	0.474714198
G16462	0.473880082	0.47471549
G16463	0.193881892	0.474718377
G16464	0.269254079	0.47472178
G16465	0.258831495	0.474769276
G16466	0.146966767	0.474802059
G16467	0.62726011	0.474858199
G16468	-0.200822517	0.474879911
G16469	-0.165401376	0.475106748
G16470	1.178518733	0.47515926
G16471	-0.223524885	0.475172031
G16472	-0.158949623	0.475212169
G16473	0.220072363	0.475219626
G16474	1.378944393	0.475245202
G16475	0.244546223	0.47525894
G16476	0.206493588	0.475356422
G16477	0.450641964	0.475372539
G16478	0.575168712	0.475383088
G16479	-0.779199058	0.475460171
G16480	0.238587804	0.475474218
G16481	0.129701377	0.475484227
G16482	0.106335948	0.475524064
G16483	-0.160631874	0.475528776
G16484	-0.584687584	0.47554172
G16485	0.113838419	0.475555164
G16486	-2.321507894	0.475605045
G16487	0.112877143	0.475636701
G16488	0.427005024	0.475655876
G16489	-0.180200824	0.475669351
G16490	0.190714375	0.475706852
G16491	0.112446066	0.475761746
G16492	-0.741524559	0.475854021
G16493	-0.444626569	0.475862693
G16494	1.131753299	0.475871977
G16495	-0.137022917	0.475954317
G16496	0.281969029	0.47596385
G16497	-2.321526152	0.476011694
G16498	0.238689887	0.476190306
G16499	-0.24998845	0.476216669
G16500	-0.130531027	0.47634696
G16501	-0.360784405	0.476371561
G16502	0.393305535	0.476378167
G16503	0.173570481	0.476403952
G16504	-0.146267866	0.476436408
G16505	0.150361394	0.476456127
G16506	0.20589939	0.476466052
G16507	0.28060413	0.476471586
G16508	1.540848293	0.476651188
G16509	-0.545671093	0.476730721
G16510	-0.813402423	0.476753209
G16511	-0.336287932	0.476775211
G16512	-0.188643528	0.476795779
G16513	0.242478558	0.476796189
G16514	0.439259599	0.47680339
G16515	-0.228984708	0.476830833
G16516	0.459088411	0.476857311
G16517	-0.582408982	0.476859361
G16518	0.236997826	0.476861653
G16519	-0.40433727	0.476945268
G16520	0.329143614	0.476969932
G16521	0.409322828	0.476976558
G16522	0.41331915	0.47713145
G16523	-0.818225477	0.477152038
G16524	0.154923417	0.477187849
G16525	0.316272601	0.477214149
G16526	1.079516048	0.477254749
G16527	0.15785572	0.477278944
G16528	0.135661205	0.477294727
G16529	-0.286718686	0.47732621
G16530	0.148474584	0.477342275
G16531	-0.146115097	0.477372567
G16532	1.040227085	0.477491057
G16533	-0.153561811	0.477497848
G16534	0.469598606	0.477500908
G16535	0.165259302	0.477511595
G16536	-0.678830787	0.477517251
G16537	0.235440412	0.477544867
G16538	-0.421305501	0.477581608
G16539	0.186655373	0.477583014
G16540	-0.207894808	0.477671101
G16541	0.500741005	0.477714976
G16542	-0.223235521	0.477759241
G16543	-0.378685428	0.477830827
G16544	0.382044403	0.477942083
G16545	0.326227627	0.477962031
G16546	0.48303227	0.478025271
G16547	-0.181155688	0.478073835
G16548	-0.529109523	0.478094507
G16549	-2.747082688	0.478105487
G16550	-2.747082688	0.478105487
G16551	-2.747082688	0.478105487
G16552	0.378666431	0.478106983
G16553	-0.291388951	0.478123434
G16554	0.235363912	0.47813271
G16555	-0.134301362	0.47814317
G16556	-0.384105345	0.478170828
G16557	-0.14855073	0.478187419
G16558	-0.120699973	0.478189592
G16559	-0.620364248	0.478281569
G16560	-0.369212274	0.478282342
G16561	0.349586355	0.478349029
G16562	-0.210324781	0.478366255
G16563	0.159183087	0.478400465
G16564	-0.190941757	0.478406168
G16565	-0.564997405	0.478418927
